VoteKit PreferenceProfile
Candidates
(Kelly Doyle:Kelly ),(Eric Zimmerman:Eric Z),(Mike DiNapoli:Mike D),(Bob Callahan:Bob Ca),(Kevin Goldsmith:Kevin ),(Michael Trimble:Michae),(Chloe Mason:Chloe ),(Bob Weinstein:Bob We),(Tony Morse:Tony M),(Raquel Coyote:Raquel),(Lisa Freeman:Lisa F),(Eli Arnold:Eli Ar),(Ciatta R Thompson:Ciatta),(Tony Schwartz:Tony S),(Olivia Clark:Olivia),(Chad Lykins:Chad L),(Andra Vltavin:Andra ),(Joseph (Joe) Alfone:Joseph),(Patrick Cashman:Patric),(Mitch Green:Mitch ),(Sarah Silkie:Sarah ),(Chris Henry:Chris ),(Ben Hufford:Ben Hu),(Brandon Farley:Brando),(L Christopher Regis:L Chri),(John Toran:John T),(Moses Ross:Moses ),(Stanley Penkin:Stanle),(John J Goldsmith:John J),(Lee Odell:Lee Od)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Stanle'},{'Joseph'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Tony M'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Bob We'},{'Tony M'},{'Eli Ar'},{'John T'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Chad L'},{'Eli Ar'},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Chloe '},{'Lisa F'},{'Sarah '},,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Ciatta'},{'Bob We'},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Ben Hu'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Bob Ca'},{'Bob We'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Bob Ca'},{'Olivia'},{'Tony S'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Brando'},{'Chloe '},,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'John T'},{'Bob Ca'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'John T'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'John T'},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Lisa F'},{'Ben Hu'},{'Patric'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Lisa F'},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Sarah '},{'Lisa F'},{'John T'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},{'Tony M'},{'Olivia'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Eli Ar'},,,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'John J'},,,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'John T'},{'Ben Hu'},{'Eli Ar'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'John T'},{'Eli Ar'},{'Bob Ca'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Lisa F'},{'Brando'},{'Bob We'},{'Kelly '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Lisa F'},{'Eli Ar'},{'Chloe '},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Lisa F'},,,,&,3/1,&
&,{'Eric Z'},{'Kevin '},{'Mitch '},{'Bob Ca'},,,&,2/1,&
&,{'Eric Z'},{'Kevin '},{'Mitch '},{'Eli Ar'},{'Chris '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Mitch '},{'Eli Ar'},{'Olivia'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Mitch '},,,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Moses '},,,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Eli Ar'},{'Bob Ca'},,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'John T'},{'Chad L'},{'Chris '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Kelly '},{'Mitch '},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Mike D'},{'Chloe '},,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Mike D'},{'Mitch '},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Sarah '},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Tony M'},{'John T'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Sarah '},{'Mitch '},{'Ben Hu'},{'Chris '},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Sarah '},{'Mitch '},{'Chris '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Sarah '},{'Olivia'},{'Joseph'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Sarah '},{'Olivia'},,,&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Stanle'},{'Ben Hu'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Tony M'},{'Olivia'},{'Mitch '},{'Joseph'},&,1/1,&
&,{'Eric Z'},{'Kevin '},{'Tony S'},,,,&,3/1,&
&,{'Eric Z'},{'Kevin '},{'Olivia'},{'Raquel'},{'Stanle'},,&,1/1,&
&,{'Eric Z'},{'Kevin '},,,,,&,4/1,&
&,{'Eric Z'},{'L Chri'},{'Chad L'},{'Ben Hu'},{'Mitch '},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'L Chri'},{'Chad L'},{'Chloe '},,,&,2/1,&
&,{'Eric Z'},{'L Chri'},{'Chloe '},,,,&,1/1,&
&,{'Eric Z'},{'L Chri'},{'Kelly '},{'Andra '},{'Lisa F'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'L Chri'},{'Moses '},{'Ben Hu'},{'Chris '},{'Tony S'},&,1/1,&
&,{'Eric Z'},{'Lee Od'},{'Eli Ar'},{'Olivia'},{'Bob We'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Andra '},{'Chad L'},{'Bob We'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ben Hu'},{'Chad L'},{'Sarah '},{'John T'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ben Hu'},{'Mitch '},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ben Hu'},{'Olivia'},{'Bob We'},{'Eli Ar'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Ben Hu'},{'Olivia'},{'Eli Ar'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Eli Ar'},{'Stanle'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'John J'},{'Raquel'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'John T'},{'Moses '},{'L Chri'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Mitch '},{'Bob We'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Moses '},{'Bob We'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Olivia'},{'Kevin '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Sarah '},{'Chloe '},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob Ca'},{'Tony M'},{'Mitch '},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob We'},{'Chad L'},{'Ben Hu'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob We'},{'Eli Ar'},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob We'},{'Moses '},{'Olivia'},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Bob We'},,,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Brando'},,,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Bob We'},{'Eli Ar'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Eli Ar'},{'Olivia'},{'Ben Hu'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Eli Ar'},{'Olivia'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Mitch '},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Sarah '},{'Eli Ar'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Stanle'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},{'Tony M'},{'Mitch '},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chad L'},,,,&,3/1,&
&,{'Eric Z'},{'Lisa F'},{'Chloe '},{'Bob We'},{'Andra '},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chloe '},{'Chad L'},{'John T'},{'Kelly '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chloe '},{'Eli Ar'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chloe '},{'Mitch '},{'Tony M'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chloe '},{'Sarah '},{'Moses '},{'Kelly '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Chris '},,,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ciatta'},{'Eli Ar'},{'Bob Ca'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ciatta'},{'Olivia'},{'Ben Hu'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ciatta'},{'Tony M'},{'Mitch '},{'Chris '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Bob Ca'},{'Kevin '},{'Mike D'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'John T'},{'Sarah '},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Kevin '},{'John T'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Mitch '},{'Ciatta'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Mitch '},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Olivia'},{'Lee Od'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Olivia'},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Sarah '},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Sarah '},{'Tony M'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Tony M'},{'Bob Ca'},{'Bob We'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},{'Tony M'},{'Bob Ca'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Eli Ar'},,,,&,4/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},{'Bob We'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},{'Bob We'},{'Tony M'},{'Olivia'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},{'John J'},{'Raquel'},{'Andra '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},{'Mitch '},{'Olivia'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},{'Sarah '},{'Ben Hu'},{'Bob We'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},,,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Joseph'},{'Mitch '},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Kevin '},{'Bob We'},{'Andra '},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Kevin '},{'Bob We'},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Michae'},{'Chad L'},{'Andra '},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Michae'},{'Chris '},{'Mitch '},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Michae'},{'Ciatta'},{'Chloe '},{'Stanle'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Michae'},{'Sarah '},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mike D'},{'Eli Ar'},{'Kelly '},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Bob We'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Chad L'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Chad L'},,,&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Chloe '},{'Tony M'},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Eli Ar'},{'Tony M'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Joseph'},{'Ciatta'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Patric'},{'Eli Ar'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Sarah '},,,&,4/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},{'Tony M'},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Mitch '},,,,&,3/1,&
&,{'Eric Z'},{'Lisa F'},{'Moses '},{'Bob We'},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Moses '},{'Mitch '},{'Kevin '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Moses '},{'Raquel'},{'Stanle'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Andra '},{'Stanle'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Bob Ca'},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Chad L'},{'Bob We'},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Chad L'},{'Eli Ar'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Chloe '},{'Kevin '},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Ciatta'},{'Joseph'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Ciatta'},{'Mitch '},{'Kelly '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Bob Ca'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Bob We'},{'Chad L'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Chloe '},{'John T'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Joseph'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Mitch '},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},{'Tony M'},{'Chad L'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Eli Ar'},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'John T'},{'Bob We'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Mitch '},{'Eli Ar'},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Mitch '},{'John T'},{'John J'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Moses '},{'Eli Ar'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Raquel'},{'Mitch '},{'Bob Ca'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Sarah '},{'Bob We'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Sarah '},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Stanle'},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Stanle'},{'Eli Ar'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Stanle'},{'Moses '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Stanle'},{'Tony M'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Tony M'},{'Chad L'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Tony M'},{'Mitch '},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},{'Tony M'},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Olivia'},,,,&,5/1,&
&,{'Eric Z'},{'Lisa F'},{'Patric'},{'Olivia'},{'Chris '},,&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Raquel'},{'Olivia'},{'Chloe '},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Sarah '},{'John T'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Sarah '},{'Olivia'},{'Chad L'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Sarah '},{'Olivia'},{'Mitch '},{'Eli Ar'},&,2/1,&
&,{'Eric Z'},{'Lisa F'},{'Stanle'},{'Eli Ar'},{'Mitch '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Stanle'},{'Mitch '},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Stanle'},{'Moses '},,,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Tony M'},{'Bob We'},{'Ben Hu'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Tony M'},{'Chloe '},{'Chad L'},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Tony M'},{'Mitch '},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Tony M'},{'Mitch '},{'Michae'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'Ciatta'},{'Andra '},{'Bob Ca'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},{'John T'},{'Olivia'},{'Ciatta'},,&,1/1,&
&,{'Eric Z'},{'Lisa F'},,,,,&,5/1,&
&,{'Eric Z'},{'Michae'},{'Bob We'},{'Bob Ca'},{'Eli Ar'},{'Andra '},&,1/1,&
&,{'Eric Z'},{'Michae'},{'Brando'},{'Sarah '},{'Eli Ar'},,&,1/1,&
&,{'Eric Z'},{'Michae'},{'Chris '},{'Chad L'},{'Kevin '},{'Andra '},&,1/1,&
&,{'Eric Z'},{'Michae'},{'Eli Ar'},{'Bob We'},{'John T'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Michae'},{'John T'},{'Ben Hu'},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Michae'},{'John T'},{'Bob We'},{'Mitch '},{'Stanle'},&,1/1,&
&,{'Eric Z'},{'Michae'},,,,,&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Andra '},{'John T'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Ben Hu'},{'Kevin '},{'John J'},{'Eli Ar'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Bob Ca'},{'Chad L'},,,&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Bob We'},{'Chloe '},{'Eli Ar'},{'Ciatta'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Bob We'},{'John J'},{'Kevin '},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Bob We'},{'Kevin '},{'Mitch '},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Bob We'},{'Mitch '},{'Chad L'},{'Chloe '},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Chad L'},{'Stanle'},{'Tony M'},,&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Chris '},{'Olivia'},{'Michae'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Eli Ar'},{'Mitch '},,,&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Kevin '},{'Moses '},,,&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Michae'},{'Ciatta'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Michae'},{'John J'},{'Sarah '},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Mitch '},{'Bob We'},{'Olivia'},{'Tony S'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Mitch '},{'Sarah '},,,&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Moses '},{'Andra '},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Moses '},{'Lisa F'},{'Tony M'},{'Mitch '},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Moses '},,,,&,2/1,&
&,{'Eric Z'},{'Mike D'},{'Sarah '},{'John T'},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mike D'},{'Sarah '},,,,&,2/1,&
&,{'Eric Z'},{'Mike D'},,,,,&,5/1,&
&,{'Eric Z'},{'Mitch '},{'Andra '},{'Bob We'},{'Tony M'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Ben Hu'},{'Sarah '},{'Moses '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Ben Hu'},{'Sarah '},{'Stanle'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Ben Hu'},,,,&,2/1,&
&,{'Eric Z'},{'Mitch '},{'Bob Ca'},{'Eli Ar'},{'Olivia'},,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob Ca'},{'Lisa F'},{'Eli Ar'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob Ca'},{'Mike D'},{'Chris '},{'Joseph'},&,2/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},{'Chad L'},{'Ciatta'},{'Michae'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},{'Eli Ar'},,,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},{'Olivia'},{'Chris '},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},{'Olivia'},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},{'Olivia'},{'John T'},{'Chad L'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},{'Olivia'},{'Sarah '},{'Mike D'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Bob We'},,,,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Bob Ca'},{'Sarah '},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Bob Ca'},,,&,2/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Ciatta'},,,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Eli Ar'},{'Bob Ca'},,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Eli Ar'},{'Sarah '},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Eli Ar'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Lisa F'},{'Sarah '},{'Andra '},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Lisa F'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Lisa F'},,,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Olivia'},{'Eli Ar'},,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Olivia'},{'John T'},{'Lisa F'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Olivia'},{'Lisa F'},{'Tony M'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Patric'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Sarah '},{'Ben Hu'},{'Moses '},&,2/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Sarah '},{'John T'},{'Ben Hu'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Sarah '},{'Lisa F'},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Sarah '},,,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},{'Tony M'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Chad L'},,,,&,3/1,&
&,{'Eric Z'},{'Mitch '},{'Chloe '},{'Eli Ar'},{'Moses '},{'Olivia'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Ben Hu'},{'Bob Ca'},{'Kevin '},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Bob Ca'},{'Ben Hu'},{'Bob We'},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Bob Ca'},{'Lisa F'},,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Bob Ca'},{'Olivia'},,&,2/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Bob We'},{'Ben Hu'},,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Bob We'},{'Sarah '},{'Olivia'},&,2/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Bob We'},,,&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Chad L'},{'Ben Hu'},{'Moses '},&,1/1,&
&,{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Chad L'},{'John T'},{'Ben Hu'},&,1/1,&
